GO.id	GO.tree	GO.term	hit_genes	p_value	p_adj	freq_foreground	freq_background	freq_back_minus_fore	freq_fore_non_GOid	freq_back_non_GOid	frac_genes_GOid	fold_enrich	num_genes_back
GO:0042908	BP	xenobiotic transport		0.0195173850607406	0.082406736923127	2	9	7	67	2705	0.0289855072463768	8.73429951690821	9
GO:0015949	BP	nucleobase-containing small molecule interconversion		0.0341082355441422	0.125430285549426	2	12	10	67	2702	0.0289855072463768	6.55072463768116	12
GO:0033214	BP	siderophore-dependent iron import into cell		0.0341082355441422	0.125430285549426	2	12	10	67	2702	0.0289855072463768	6.55072463768116	12
GO:0009107	BP	lipoate biosynthetic process		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0016260	BP	selenocysteine biosynthetic process		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0019856	BP	pyrimidine nucleobase biosynthetic process		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0030001	BP	metal ion transport		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0042914	BP	colicin transport		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0097533	BP	cellular stress response to acid chemical		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0006164	BP	purine nucleotide biosynthetic process		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:0019985	BP	translesion synthesis		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:0043165	BP	Gram-negative-bacterium-type cell outer membrane assembly		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:1990961	BP	xenobiotic detoxification by transmembrane export across the plasma membrane		0.0791101810859863	0.170161521581178	2	19	17	67	2695	0.0289855072463768	4.13729977116705	19
GO:0009451	BP	RNA modification		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0043171	BP	peptide catabolic process		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0046183	BP	L-idonate catabolic process		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0071578	BP	zinc ion import across plasma membrane		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0017038	BP	protein import		0.118131751924178	0.187041940546615	1	5	4	68	2708	0.0144927536231884	7.86086956521739	5
GO:1990169	BP	stress response to copper ion		0.118131751924178	0.187041940546615	1	5	4	68	2708	0.0144927536231884	7.86086956521739	5
GO:0015976	BP	carbon utilization		0.140051387773325	0.215754840623771	1	6	5	68	2707	0.0144927536231884	6.55072463768116	6
GO:0006313	BP	DNA transposition		0.161433893807069	0.22720325795069	1	7	6	68	2706	0.0144927536231884	5.61490683229814	7
GO:0046677	BP	response to antibiotic		0.154500269222654	0.22720325795069	3	55	52	66	2660	0.0434782608695652	2.14387351778656	55
GO:0055085	BP	transmembrane transport		0.160501756811451	0.22720325795069	3	56	53	66	2659	0.0434782608695652	2.1055900621118	56
GO:0070207	BP	protein homotrimerization		0.161433893807069	0.22720325795069	1	7	6	68	2706	0.0144927536231884	5.61490683229814	7
GO:0075713	BP	establishment of integrated proviral latency		0.161433893807069	0.22720325795069	1	7	6	68	2706	0.0144927536231884	5.61490683229814	7
GO:0015031	BP	protein transport		0.169638505678559	0.235838898138484	2	30	28	67	2684	0.0289855072463768	2.62028985507246	30
GO:0009254	BP	peptidoglycan turnover		0.18229224324013	0.247396615825891	1	8	7	68	2705	0.0144927536231884	4.91304347826087	8
GO:0042773	BP	ATP synthesis coupled electron transport		0.202639100512554	0.268614621609665	1	9	8	68	2704	0.0144927536231884	4.36714975845411	9
GO:0044781	BP	bacterial-type flagellum organization		0.202639100512554	0.268614621609665	1	9	8	68	2704	0.0144927536231884	4.36714975845411	9
GO:0051301	BP	cell division		0.252010480576784	0.322799941412959	2	39	37	67	2675	0.0289855072463768	2.01560758082497	39
GO:0009314	BP	response to radiation		0.26131472147823	0.327361299434266	2	40	38	67	2674	0.0289855072463768	1.96521739130435	40
GO:0009408	BP	response to heat		0.307801649087197	0.381406391260222	2	45	43	67	2669	0.0289855072463768	1.74685990338164	45
GO:0010468	BP	regulation of gene expression		0.314651001719931	0.385701227914754	1	15	14	68	2698	0.0144927536231884	2.62028985507246	15
GO:0015628	BP	protein secretion by the type II secretion system		0.331747560245355	0.38988888523681	1	16	15	68	2697	0.0144927536231884	2.45652173913044	16
GO:0071555	BP	cell wall organization		0.380866578701551	0.438573636080574	2	53	51	67	2661	0.0289855072463768	1.48318293683347	53
GO:0045893	BP	positive regulation of DNA-templated transcription		0.407501620803241	0.464551847715695	2	56	54	67	2658	0.0289855072463768	1.40372670807453	56
GO:0061077	BP	chaperone-mediated protein folding		0.44020467680646	0.491993462313102	1	23	22	68	2690	0.0144927536231884	1.70888468809074	23
GO:0051289	BP	protein homotetramerization		0.519218423653986	0.569143272082254	1	29	28	68	2684	0.0144927536231884	1.35532233883058	29
GO:0006974	BP	DNA damage response		0.558381474064063	0.606242743269554	4	158	154	65	2558	0.0579710144927536	0.995046780407265	158
GO:0006351	BP	DNA-templated transcription		0.711186255640728	0.743809478376541	1	49	48	68	2664	0.0144927536231884	0.802129547471162	49
GO:0006355	BP	regulation of DNA-templated transcription		0.738153803956913	0.758103906766559	3	152	149	66	2563	0.0434782608695652	0.775743707093821	152
GO:0045892	BP	negative regulation of DNA-templated transcription		0.869895409988708	0.877593599457635	1	80	79	68	2633	0.0144927536231884	0.491304347826087	80
GO:1990229	CC	iron-sulfur cluster assembly complex		0.000141152697160413	0.00229877249661244	3	5	2	66	2710	0.0434782608695652	23.5826086956522	5
GO:1990281	CC	efflux pump complex		0.000288164121013168	0.00410633872443764	4	14	10	65	2702	0.0579710144927536	11.2298136645963	14
GO:0070469	CC	respirasome		0.000606893126275678	0.00768731293282526	2	2	0	67	2712	0.0289855072463768	39.304347826087	2
GO:0009376	CC	HslUV protease complex		0.00578147659694051	0.0387699018853658	2	5	3	67	2709	0.0289855072463768	15.7217391304348	5
GO:0005829	CC	cytosol		0.0105596011534371	0.0607387363352803	25	652	627	44	2085	0.36231884057971	1.50706855161376	652
GO:1902495	CC	transmembrane transporter complex		0.0123164673819073	0.0610468383277142	3	20	17	66	2695	0.0434782608695652	5.89565217391304	20
GO:0005737	CC	cytoplasm		0.0572266823375266	0.143239597529815	13	329	316	56	2396	0.188405797101449	1.5530593365931	329
GO:0055052	CC	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing		0.0577984340909782	0.143239597529815	7	141	134	62	2578	0.101449275362319	1.95127967930928	141
GO:0009279	CC	cell outer membrane		0.0875188730562787	0.170397397529613	5	96	91	64	2621	0.072463768115942	2.04710144927536	96
GO:0110142	CC	ubiquinone biosynthesis complex		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:1902517	CC	glycerol-3-phosphate-transporting ATPase complex		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:1990230	CC	iron-sulfur cluster transfer complex		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0016020	CC	membrane		0.113599205136747	0.187041940546615	13	367	354	56	2358	0.188405797101449	1.39225210283142	367
GO:1990228	CC	sulfurtransferase complex		0.118131751924178	0.187041940546615	1	5	4	68	2708	0.0144927536231884	7.86086956521739	5
GO:0060187	CC	cell pole		0.140051387773325	0.215754840623771	1	6	5	68	2707	0.0144927536231884	6.55072463768116	6
GO:0030288	CC	outer membrane-bounded periplasmic space		0.154708233341198	0.22720325795069	6	147	141	63	2571	0.0869565217391304	1.60425909494232	147
GO:0005886	CC	plasma membrane		0.455615125929211	0.504273051999321	22	852	830	47	1882	0.318840579710145	1.01490100020412	852
GO:0015078	MF	proton transmembrane transporter activity		8.13668766754277e-09	4.63791197049938e-07	5	5	0	64	2712	0.072463768115942	39.304347826087	5
GO:0004129	MF	cytochrome-c oxidase activity		1.463182420312e-05	0.000556009319718559	3	3	0	66	2712	0.0434782608695652	39.304347826087	3
GO:0015620	MF	ferric-enterobactin transmembrane transporter activity		0.000141152697160413	0.00229877249661244	3	5	2	66	2710	0.0434782608695652	23.5826086956522	5
GO:0008236	MF	serine-type peptidase activity		0.000749062956515742	0.00776301609479951	3	8	5	66	2707	0.0434782608695652	14.7391304347826	8
GO:0008713	MF	ADP-heptose-lipopolysaccharide heptosyltransferase activity		0.00179141573042079	0.0170184494389976	2	3	1	67	2711	0.0289855072463768	26.2028985507246	3
GO:0140662	MF	ATP-dependent protein folding chaperone		0.00853357267844344	0.0540459602968084	2	6	4	67	2708	0.0289855072463768	13.1014492753623	6
GO:0042802	MF	identical protein binding		0.0166367746604155	0.0729458581264371	14	308	294	55	2418	0.202898550724638	1.78656126482213	308
GO:0022857	MF	transmembrane transporter activity		0.0226650570562039	0.0922791608716871	6	90	84	63	2628	0.0869565217391304	2.62028985507246	90
GO:0051537	MF	2 iron, 2 sulfur cluster binding		0.0307421595556495	0.120848489287726	3	28	25	66	2687	0.0434782608695652	4.2111801242236	28
GO:0042803	MF	protein homodimerization activity		0.0368831568755227	0.13139624636905	9	185	176	60	2536	0.130434782608696	1.91210340775558	185
GO:0004252	MF	serine-type endopeptidase activity		0.0396735934455078	0.136287124692857	2	13	11	67	2701	0.0289855072463768	6.04682274247492	13
GO:0019213	MF	deacetylase activity		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0051117	MF	ATPase binding		0.0490155448456767	0.136287124692857	1	2	1	68	2711	0.0144927536231884	19.6521739130435	2
GO:0005506	MF	iron ion binding		0.0505643943292438	0.137168872669999	3	34	31	66	2681	0.0434782608695652	3.46803069053708	34
GO:0097216	MF	guanosine tetraphosphate binding		0.0517391361825434	0.137168872669999	2	15	13	67	2699	0.0289855072463768	5.24057971014493	15
GO:0008270	MF	zinc ion binding		0.0550060974924703	0.142515798048673	6	111	105	63	2607	0.0869565217391304	2.12455934195065	111
GO:0003690	MF	double-stranded DNA binding		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:0031071	MF	cysteine desulfurase activity		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:0061513	MF	glucose 6-phosphate:phosphate antiporter activity		0.0726276094033048	0.159222066768784	1	3	2	68	2710	0.0144927536231884	13.1014492753623	3
GO:0048039	MF	ubiquinone binding		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0097718	MF	disordered domain specific binding		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0106029	MF	tRNA pseudouridine synthase activity		0.0956616968587302	0.170397397529613	1	4	3	68	2709	0.0144927536231884	9.82608695652174	4
GO:0071949	MF	FAD binding		0.101963653625493	0.178828561743172	2	22	20	67	2692	0.0289855072463768	3.57312252964427	22
GO:0000166	MF	nucleotide binding		0.11808894877595	0.187041940546615	2	24	22	67	2690	0.0289855072463768	3.27536231884058	24
GO:0009002	MF	serine-type D-Ala-D-Ala carboxypeptidase activity		0.118131751924178	0.187041940546615	1	5	4	68	2708	0.0144927536231884	7.86086956521739	5
GO:0016746	MF	acyltransferase activity		0.118131751924178	0.187041940546615	1	5	4	68	2708	0.0144927536231884	7.86086956521739	5
GO:0046914	MF	transition metal ion binding		0.161433893807069	0.22720325795069	1	7	6	68	2706	0.0144927536231884	5.61490683229814	7
GO:0097367	MF	carbohydrate derivative binding		0.18229224324013	0.247396615825891	1	8	7	68	2705	0.0144927536231884	4.91304347826087	8
GO:0016887	MF	ATP hydrolysis activity		0.237077000452591	0.310652621282705	5	134	129	64	2583	0.072463768115942	1.46658014276444	134
GO:0030170	MF	pyridoxal phosphate binding		0.252010480576784	0.322799941412959	2	39	37	67	2675	0.0289855072463768	2.01560758082497	39
GO:0015562	MF	efflux transmembrane transporter activity		0.260732883027693	0.327361299434266	1	12	11	68	2701	0.0144927536231884	3.27536231884058	12
GO:0016757	MF	glycosyltransferase activity		0.331747560245355	0.38988888523681	1	16	15	68	2697	0.0144927536231884	2.45652173913044	16
GO:0016791	MF	phosphatase activity		0.331747560245355	0.38988888523681	1	16	15	68	2697	0.0144927536231884	2.45652173913044	16
GO:0042910	MF	xenobiotic transmembrane transporter activity		0.331747560245355	0.38988888523681	1	16	15	68	2697	0.0144927536231884	2.45652173913044	16
GO:0008198	MF	ferrous iron binding		0.348423660911927	0.405309156571017	1	17	16	68	2696	0.0144927536231884	2.31202046035806	17
GO:0051539	MF	4 iron, 4 sulfur cluster binding		0.42174019132147	0.47602358228364	3	95	92	66	2620	0.0434782608695652	1.24118993135011	95
GO:0046872	MF	metal ion binding		0.601727106520879	0.647140473050757	5	209	204	64	2508	0.072463768115942	0.940295402537965	209
GO:0050660	MF	flavin adenine dinucleotide binding		0.617570316537208	0.657972112946184	1	38	37	68	2675	0.0144927536231884	1.03432494279176	38
GO:0005524	MF	ATP binding		0.653037691410192	0.689317563155202	7	307	300	62	2412	0.101449275362319	0.896190341311429	307
GO:0003700	MF	DNA-binding transcription factor activity		0.729768271146303	0.756305299187987	3	150	147	66	2565	0.0434782608695652	0.786086956521739	150
GO:0000287	MF	magnesium ion binding		0.771018619533915	0.784786809168449	2	111	109	67	2603	0.0289855072463768	0.708186447316882	111
GO:0003677	MF	DNA binding		0.983485718864187	0.983485718864187	2	233	231	67	2481	0.0289855072463768	0.337376376189588	233
