plt	time_h	well	raw_od	row	col	cucl2	nitroxoline	strain	cond	well_id	od	tp	fit
2	6.48	G10	0.2764	G	10	10	3	copA1	treatment	2.G10	0.06	7	0.176831115767371
2	6.48	G11	0.3318	G	11	3	3	copA1	treatment	2.G11	0.07	7	0.206302968395267
2	6.48	G12	0.3086	G	12	3	3	copA1	treatment	2.G12	0.0629	7	0.185377953029461
2	6.48	G13	0.3143	G	13	1	3	copA1	treatment	2.G13	0.0783	7	0.23076460607642
2	6.48	G14	0.3077	G	14	1	3	copA1	treatment	2.G14	0.0634	7	0.186851545660856
2	6.48	G15	0.3128	G	15	0	3	copA1	treatment	2.G15	0.0713	7	0.210134309236893
2	6.48	G16	0.2614	G	16	0	3	copA1	treatment	2.G16	0.06	7	0.176831115767371
2	6.48	G17	0.5478	G	17	0	0	copA1	growth	2.G17	0.3158	7	0.930721105988931
2	6.48	G18	0.5722	G	18	0	0	copA1	growth	2.G18	0.3362	7	0.990843685349838
2	6.48	H1	0.3625	H	1	1000	3	copA1	treatment	2.H1	0.06	7	0.176831115767371
2	6.48	H3	0.3545	H	3	300	3	copA1	treatment	2.H3	0.0668	7	0.19687197555434
2	6.48	H5	0.2829	H	5	100	3	copA1	treatment	2.H5	0.06	7	0.176831115767371
2	6.48	H7	0.2701	H	7	30	3	copA1	treatment	2.H7	0.06	7	0.176831115767371
2	6.48	H9	0.2432	H	9	10	3	copA1	treatment	2.H9	0.06	7	0.176831115767371
2	6.48	H11	0.2479	H	11	3	3	copA1	treatment	2.H11	0.06	7	0.176831115767371
2	6.48	H13	0.2888	H	13	1	3	copA1	treatment	2.H13	0.06	7	0.176831115767371
2	6.48	H15	0.3069	H	15	0	3	copA1	treatment	2.H15	0.0632	7	0.186262108608298
2	6.48	H17	0.505	H	17	0	0	copA1	growth	2.H17	0.2836	7	0.835821740527109
2	6.48	I1	0.3456	I	1	1000	1	copA1	treatment	2.I1	0.06	7	0.176831115767371
2	6.48	I2	0.3714	I	2	1000	1	copA1	treatment	2.I2	0.06	7	0.176831115767371
2	6.48	I3	0.344	I	3	300	1	copA1	treatment	2.I3	0.0684999999999999	7	0.201882190501082
2	6.48	I4	0.2905	I	4	300	1	copA1	treatment	2.I4	0.06	7	0.176831115767371
2	6.48	I5	0.2777	I	5	100	1	copA1	treatment	2.I5	0.06	7	0.176831115767371
2	6.48	I6	0.2628	I	6	100	1	copA1	treatment	2.I6	0.06	7	0.176831115767371
2	6.48	I7	0.2635	I	7	30	1	copA1	treatment	2.I7	0.06	7	0.176831115767371
2	6.48	I8	0.2517	I	8	30	1	copA1	treatment	2.I8	0.06	7	0.176831115767371
2	6.48	I9	0.2578	I	9	10	1	copA1	treatment	2.I9	0.06	7	0.176831115767371
2	6.48	I10	0.3209	I	10	10	1	copA1	treatment	2.I10	0.0757	7	0.223101924393167
2	6.48	I11	0.3105	I	11	3	1	copA1	treatment	2.I11	0.0697	7	0.20541881281643
2	6.48	I12	0.3087	I	12	3	1	copA1	treatment	2.I12	0.0661	7	0.194808945870387
2	6.48	I13	0.2857	I	13	1	1	copA1	treatment	2.I13	0.06	7	0.176831115767371
2	6.48	I14	0.2548	I	14	1	1	copA1	treatment	2.I14	0.06	7	0.176831115767371
2	6.48	I15	0.3178	I	15	0	1	copA1	treatment	2.I15	0.0743	7	0.218975865025262
2	6.48	I16	0.2536	I	16	0	1	copA1	treatment	2.I16	0.06	7	0.176831115767371
2	6.48	I17	0.5616	I	17	0	0	copA1	growth	2.I17	0.3222	7	0.949583091670784
2	6.48	I18	0.5671	I	18	0	0	copA1	growth	2.I18	0.3374	7	0.994380307665185
2	6.48	J1	0.345	J	1	1000	1	copA1	treatment	2.J1	0.06	7	0.176831115767371
2	6.48	J3	0.3501	J	3	300	1	copA1	treatment	2.J3	0.0751	7	0.221333613235493
2	6.48	J5	0.2772	J	5	100	1	copA1	treatment	2.J5	0.06	7	0.176831115767371
2	6.48	J7	0.2591	J	7	30	1	copA1	treatment	2.J7	0.06	7	0.176831115767371
2	6.48	J9	0.3265	J	9	10	1	copA1	treatment	2.J9	0.067	7	0.197461412606898
2	6.48	J11	0.2905	J	11	3	1	copA1	treatment	2.J11	0.06	7	0.176831115767371
2	6.48	J13	0.3084	J	13	1	1	copA1	treatment	2.J13	0.0803	7	0.236658976601999
2	6.48	J15	0.2837	J	15	0	1	copA1	treatment	2.J15	0.06	7	0.176831115767371
2	6.48	J17	0.529	J	17	0	0	copA1	growth	2.J17	0.3007	7	0.88621860852081
2	6.48	K1	0.349	K	1	1000	0.3	copA1	treatment	2.K1	0.06	7	0.176831115767371
2	6.48	K2	0.3689	K	2	1000	0.3	copA1	treatment	2.K2	0.06	7	0.176831115767371
2	6.48	K3	0.3473	K	3	300	0.3	copA1	treatment	2.K3	0.0717	7	0.211313183342009
2	6.48	K4	0.3465	K	4	300	0.3	copA1	treatment	2.K4	0.0749	7	0.220744176182935
2	6.48	K5	0.2704	K	5	100	0.3	copA1	treatment	2.K5	0.06	7	0.176831115767371
2	6.48	K6	0.28	K	6	100	0.3	copA1	treatment	2.K6	0.06	7	0.176831115767371
2	6.48	K7	0.2487	K	7	30	0.3	copA1	treatment	2.K7	0.06	7	0.176831115767371
2	6.48	K8	0.2521	K	8	30	0.3	copA1	treatment	2.K8	0.06	7	0.176831115767371
2	6.48	K9	0.3114	K	9	10	0.3	copA1	treatment	2.K9	0.06	7	0.176831115767371
2	6.48	K10	0.3033	K	10	10	0.3	copA1	treatment	2.K10	0.0652	7	0.192156479133877
2	6.48	K11	0.3	K	11	3	0.3	copA1	treatment	2.K11	0.0671	7	0.197756131133177
2	6.48	K12	0.3064	K	12	3	0.3	copA1	treatment	2.K12	0.0726	7	0.213965650078519
2	6.48	K13	0.307	K	13	1	0.3	copA1	treatment	2.K13	0.0668	7	0.19687197555434
2	6.48	K14	0.2856	K	14	1	0.3	copA1	treatment	2.K14	0.06	7	0.176831115767371
2	6.48	K15	0.3182	K	15	0	0.3	copA1	treatment	2.K15	0.0949	7	0.279687881438726
2	6.48	K16	0.3402	K	16	0	0.3	copA1	treatment	2.K16	0.0877	7	0.258468147546641
2	6.48	K17	0.6133	K	17	0	0	copA1	growth	2.K17	0.3647	7	1
2	6.48	K18	0.6145	K	18	0	0	copA1	growth	2.K18	0.3771	7	1
2	6.48	L1	0.3446	L	1	1000	0.3	copA1	treatment	2.L1	0.06	7	0.176831115767371
2	6.48	L3	0.316	L	3	300	0.3	copA1	treatment	2.L3	0.06	7	0.176831115767371
2	6.48	L5	0.3325	L	5	100	0.3	copA1	treatment	2.L5	0.0774	7	0.228112139339909
2	6.48	L7	0.2401	L	7	30	0.3	copA1	treatment	2.L7	0.06	7	0.176831115767371
2	6.48	L9	0.3163	L	9	10	0.3	copA1	treatment	2.L9	0.06	7	0.176831115767371
2	6.48	L11	0.3108	L	11	3	0.3	copA1	treatment	2.L11	0.0761	7	0.224280798498283
2	6.48	L13	0.2841	L	13	1	0.3	copA1	treatment	2.L13	0.0679	7	0.200113879343409
2	6.48	L15	0.2668	L	15	0	0.3	copA1	treatment	2.L15	0.06	7	0.176831115767371
2	6.48	L17	0.5704	L	17	0	0	copA1	growth	2.L17	0.3271	7	0.964024299458453
2	6.48	M1	0.3351	M	1	1000	0.1	copA1	treatment	2.M1	0.06	7	0.176831115767371
2	6.48	M2	0.3082	M	2	1000	0.1	copA1	treatment	2.M2	0.06	7	0.176831115767371
2	6.48	M3	0.2964	M	3	300	0.1	copA1	treatment	2.M3	0.06	7	0.176831115767371
2	6.48	M4	0.335	M	4	300	0.1	copA1	treatment	2.M4	0.06	7	0.176831115767371
2	6.48	M5	0.3302	M	5	100	0.1	copA1	treatment	2.M5	0.0763	7	0.224870235550841
2	6.48	M6	0.2721	M	6	100	0.1	copA1	treatment	2.M6	0.06	7	0.176831115767371
2	6.48	M7	0.2685	M	7	30	0.1	copA1	treatment	2.M7	0.06	7	0.176831115767371
2	6.48	M8	0.2562	M	8	30	0.1	copA1	treatment	2.M8	0.06	7	0.176831115767371
2	6.48	M9	0.2589	M	9	10	0.1	copA1	treatment	2.M9	0.06	7	0.176831115767371
2	6.48	M10	0.248	M	10	10	0.1	copA1	treatment	2.M10	0.06	7	0.176831115767371
2	6.48	M11	0.2947	M	11	3	0.1	copA1	treatment	2.M11	0.0622	7	0.183314923345508
2	6.48	M12	0.3027	M	12	3	0.1	copA1	treatment	2.M12	0.0698	7	0.205713531342709
2	6.48	M13	0.2617	M	13	1	0.1	copA1	treatment	2.M13	0.06	7	0.176831115767371
2	6.48	M14	0.2486	M	14	1	0.1	copA1	treatment	2.M14	0.06	7	0.176831115767371
2	6.48	M15	0.5931	M	15	0	0.1	copA1	treatment	2.M15	0.3469	7	1
2	6.48	M16	0.5548	M	16	0	0.1	copA1	treatment	2.M16	0.3068	7	0.904196438623826
2	6.48	M17	0.6108	M	17	0	0	copA1	growth	2.M17	0.3687	7	1
2	6.48	M18	0.6222	M	18	0	0	copA1	growth	2.M18	0.3886	7	1
2	6.48	N1	0.3222	N	1	1000	0.1	copA1	treatment	2.N1	0.06	7	0.176831115767371
2	6.48	N3	0.2814	N	3	300	0.1	copA1	treatment	2.N3	0.06	7	0.176831115767371
2	6.48	N5	0.3291	N	5	100	0.1	copA1	treatment	2.N5	0.0842	7	0.248152999126878
2	6.48	N7	0.2514	N	7	30	0.1	copA1	treatment	2.N7	0.06	7	0.176831115767371
2	6.48	N9	0.2545	N	9	10	0.1	copA1	treatment	2.N9	0.06	7	0.176831115767371
2	6.48	N11	0.2534	N	11	3	0.1	copA1	treatment	2.N11	0.06	7	0.176831115767371
2	6.48	N13	0.2536	N	13	1	0.1	copA1	treatment	2.N13	0.06	7	0.176831115767371
2	6.48	N15	0.536	N	15	0	0.1	copA1	treatment	2.N15	0.2969	7	0.87501930452221
2	6.48	N17	0.5061	N	17	0	0	copA1	growth	2.N17	0.2521	7	0.742985404749239
2	6.48	O1	0.314	O	1	1000	0	copA1	treatment	2.O1	0.06	7	0.176831115767371
2	6.48	O2	0.3401	O	2	1000	0	copA1	treatment	2.O2	0.06	7	0.176831115767371
2	6.48	O3	0.2866	O	3	300	0	copA1	treatment	2.O3	0.06	7	0.176831115767371
2	6.48	O4	0.2832	O	4	300	0	copA1	treatment	2.O4	0.06	7	0.176831115767371
2	6.48	O5	0.3242	O	5	100	0	copA1	treatment	2.O5	0.0724	7	0.213376213025961
2	6.48	O6	0.3532	O	6	100	0	copA1	treatment	2.O6	0.1047	7	0.308570297014063
2	6.48	O7	0.3677	O	7	30	0	copA1	treatment	2.O7	0.1229	7	0.362209068796833
2	6.48	O8	0.3664	O	8	30	0	copA1	treatment	2.O8	0.1274	7	0.375471402479385
2	6.48	O9	0.4509	O	9	10	0	copA1	treatment	2.O9	0.2014	7	0.59356311192581
2	6.48	O10	0.4507	O	10	10	0	copA1	treatment	2.O10	0.1969	7	0.580300778243257
2	6.48	O11	0.5482	O	11	3	0	copA1	treatment	2.O11	0.3083	7	0.90861721651801
2	6.48	O12	0.5356	O	12	3	0	copA1	treatment	2.O12	0.301	7	0.887102764099646
2	6.48	O13	0.5786	O	13	1	0	copA1	treatment	2.O13	0.3356	7	0.989075374192164
2	6.48	O14	0.5484	O	14	1	0	copA1	treatment	2.O14	0.3191	7	0.940446817356137
2	6.48	O15	0.5998	O	15	0	0	copA1	growth	2.O15	0.3602	7	1
2	6.48	O16	0.5477	O	16	0	0	copA1	growth	2.O16	0.3087	7	0.909796090623126
2	6.48	O17	0.554	O	17	0	0	copA1	growth	2.O17	0.3132	7	0.923058424305679
2	6.48	O18	0.5981	O	18	0	0	copA1	growth	2.O18	0.3446	7	1
2	6.48	P1	0.3125	P	1	1000	0	copA1	treatment	2.P1	0.06	7	0.176831115767371
2	6.48	P3	0.3106	P	3	300	0	copA1	treatment	2.P3	0.06	7	0.176831115767371
2	6.48	P5	0.3717	P	5	100	0	copA1	treatment	2.P5	0.1096	7	0.323011504801732
2	6.48	P7	0.3836	P	7	30	0	copA1	treatment	2.P7	0.1325	7	0.390502047319612
2	6.48	P9	0.4135	P	9	10	0	copA1	treatment	2.P9	0.1715	7	0.505442272568403
2	6.48	P11	0.517	P	11	3	0	copA1	treatment	2.P11	0.262	7	0.772162538850855
2	6.48	P13	0.5444	P	13	1	0	copA1	treatment	2.P13	0.3206	7	0.944867595250321
2	6.48	P15	0.564	P	15	0	0	copA1	growth	2.P15	0.3145	7	0.926889765147305
2	6.48	P17	0.5488	P	17	0	0	copA1	growth	2.P17	0.3037	7	0.895060164309178
3	6.49	A1	0.4868	A	1	1000	100	copA2	treatment	3.A1	0.06	7	0.149931015371233
3	6.49	A2	0.6278	A	2	1000	100	copA2	treatment	3.A2	0.1329	7	0.332097199047282
3	6.49	A3	0.5119	A	3	300	100	copA2	treatment	3.A3	0.06	7	0.149931015371233
3	6.49	A4	0.5932	A	4	300	100	copA2	treatment	3.A4	0.0701999999999999	7	0.175419287984343
3	6.49	A5	0.556	A	5	100	100	copA2	treatment	3.A5	0.06	7	0.149931015371233
3	6.49	A6	0.5402	A	6	100	100	copA2	treatment	3.A6	0.06	7	0.149931015371233
3	6.49	A7	0.3899	A	7	30	100	copA2	treatment	3.A7	0.06	7	0.149931015371233
3	6.49	A8	0.3148	A	8	30	100	copA2	treatment	3.A8	0.06	7	0.149931015371233
3	6.49	A9	0.3234	A	9	10	100	copA2	treatment	3.A9	0.06	7	0.149931015371233
3	6.49	A10	0.2603	A	10	10	100	copA2	treatment	3.A10	0.06	7	0.149931015371233
3	6.49	A11	0.3447	A	11	3	100	copA2	treatment	3.A11	0.06	7	0.149931015371233
3	6.49	A12	0.3551	A	12	3	100	copA2	treatment	3.A12	0.06	7	0.149931015371233
3	6.49	A13	0.3286	A	13	1	100	copA2	treatment	3.A13	0.06	7	0.149931015371233
3	6.49	A14	0.3325	A	14	1	100	copA2	treatment	3.A14	0.06	7	0.149931015371233
3	6.49	A15	0.3256	A	15	0	100	copA2	treatment	3.A15	0.06	7	0.149931015371233
3	6.49	A16	0.32	A	16	0	100	copA2	treatment	3.A16	0.06	7	0.149931015371233
3	6.49	A17	0.6089	A	17	0	0	copA2	growth	3.A17	0.3819	7	0.954310912837901
3	6.49	A18	0.6061	A	18	0	0	copA2	growth	3.A18	0.3734	7	0.933070685660309
3	6.49	B1	0.5137	B	1	1000	100	copA2	treatment	3.B1	0.06	7	0.149931015371233
3	6.49	B3	0.6119	B	3	300	100	copA2	treatment	3.B3	0.06	7	0.149931015371233
3	6.49	B5	0.5181	B	5	100	100	copA2	treatment	3.B5	0.06	7	0.149931015371233
3	6.49	B7	0.3258	B	7	30	100	copA2	treatment	3.B7	0.06	7	0.149931015371233
3	6.49	B9	0.3085	B	9	10	100	copA2	treatment	3.B9	0.06	7	0.149931015371233
3	6.49	B11	0.3128	B	11	3	100	copA2	treatment	3.B11	0.06	7	0.149931015371233
3	6.49	B13	0.3106	B	13	1	100	copA2	treatment	3.B13	0.06	7	0.149931015371233
3	6.49	B15	0.3096	B	15	0	100	copA2	treatment	3.B15	0.06	7	0.149931015371233
3	6.49	B17	0.5758	B	17	0	0	copA2	growth	3.B17	0.3532	7	0.882593910485327
3	6.49	C1	0.3712	C	1	1000	30	copA2	treatment	3.C1	0.06	7	0.149931015371233
3	6.49	C2	0.3967	C	2	1000	30	copA2	treatment	3.C2	0.06	7	0.149931015371233
3	6.49	C3	0.3618	C	3	300	30	copA2	treatment	3.C3	0.06	7	0.149931015371233
3	6.49	C4	0.3217	C	4	300	30	copA2	treatment	3.C4	0.06	7	0.149931015371233
3	6.49	C5	0.4052	C	5	100	30	copA2	treatment	3.C5	0.1032	7	0.257881346438522
3	6.49	C6	0.4239	C	6	100	30	copA2	treatment	3.C6	0.1187	7	0.296613525409423
3	6.49	C7	0.3725	C	7	30	30	copA2	treatment	3.C7	0.06	7	0.149931015371233
3	6.49	C8	0.3154	C	8	30	30	copA2	treatment	3.C8	0.06	7	0.149931015371233
3	6.49	C9	0.3068	C	9	10	30	copA2	treatment	3.C9	0.06	7	0.149931015371233
3	6.49	C10	0.33	C	10	10	30	copA2	treatment	3.C10	0.06	7	0.149931015371233
3	6.49	C11	0.3117	C	11	3	30	copA2	treatment	3.C11	0.06	7	0.149931015371233
3	6.49	C12	0.3073	C	12	3	30	copA2	treatment	3.C12	0.06	7	0.149931015371233
3	6.49	C13	0.2678	C	13	1	30	copA2	treatment	3.C13	0.06	7	0.149931015371233
3	6.49	C14	0.2519	C	14	1	30	copA2	treatment	3.C14	0.06	7	0.149931015371233
3	6.49	C15	0.3218	C	15	0	30	copA2	treatment	3.C15	0.06	7	0.149931015371233
3	6.49	C16	0.4071	C	16	0	30	copA2	treatment	3.C16	0.06	7	0.149931015371233
3	6.49	C17	0.5912	C	17	0	0	copA2	growth	3.C17	0.365	7	0.912080343508337
3	6.49	C18	0.5839	C	18	0	0	copA2	growth	3.C18	0.3609	7	0.901835057457969
3	6.49	D1	0.3815	D	1	1000	30	copA2	treatment	3.D1	0.06	7	0.149931015371233
3	6.49	D3	0.4007	D	3	300	30	copA2	treatment	3.D3	0.06	7	0.149931015371233
3	6.49	D5	0.3691	D	5	100	30	copA2	treatment	3.D5	0.06	7	0.149931015371233
3	6.49	D7	0.3187	D	7	30	30	copA2	treatment	3.D7	0.06	7	0.149931015371233
3	6.49	D9	0.257	D	9	10	30	copA2	treatment	3.D9	0.06	7	0.149931015371233
3	6.49	D11	0.2542	D	11	3	30	copA2	treatment	3.D11	0.06	7	0.149931015371233
3	6.49	D13	0.311	D	13	1	30	copA2	treatment	3.D13	0.06	7	0.149931015371233
3	6.49	D15	0.2411	D	15	0	30	copA2	treatment	3.D15	0.06	7	0.149931015371233
3	6.49	D17	0.6624	D	17	0	0	copA2	growth	3.D17	0.4126	7	1
3	6.49	E1	0.3462	E	1	1000	10	copA2	treatment	3.E1	0.06	7	0.149931015371233
3	6.49	E2	0.3103	E	2	1000	10	copA2	treatment	3.E2	0.06	7	0.149931015371233
3	6.49	E3	0.3299	E	3	300	10	copA2	treatment	3.E3	0.06	7	0.149931015371233
3	6.49	E4	0.3062	E	4	300	10	copA2	treatment	3.E4	0.06	7	0.149931015371233
3	6.49	E5	0.3354	E	5	100	10	copA2	treatment	3.E5	0.0765	7	0.191162044598323
3	6.49	E6	0.3414	E	6	100	10	copA2	treatment	3.E6	0.0811	7	0.202656755776784
3	6.49	E7	0.2853	E	7	30	10	copA2	treatment	3.E7	0.06	7	0.149931015371233
3	6.49	E8	0.2781	E	8	30	10	copA2	treatment	3.E8	0.06	7	0.149931015371233
3	6.49	E9	0.3081	E	9	10	10	copA2	treatment	3.E9	0.06	7	0.149931015371233
3	6.49	E10	0.3021	E	10	10	10	copA2	treatment	3.E10	0.06	7	0.149931015371233
3	6.49	E11	0.2753	E	11	3	10	copA2	treatment	3.E11	0.06	7	0.149931015371233
