plt	time_h	well	raw_od	row	col	cucl2	nitroxoline	strain	cond	well_id	od	tp	fit
2	10.81	A5	0.5095	A	5	100	100	copA1	treatment	2.A5	0.06	11	0.132843857507956
2	11.89	A5	0.515	A	5	100	100	copA1	treatment	2.A5	0.06	12	0.133403013006026
2	12.97	A5	0.4988	A	5	100	100	copA1	treatment	2.A5	0.06	13	0.132620662464588
2	14.05	A5	0.5204	A	5	100	100	copA1	treatment	2.A5	0.06	14	0.136359960882444
2	15.13	A5	0.5228	A	5	100	100	copA1	treatment	2.A5	0.06	15	0.135731271113883
2	0	A6	0.5019	A	6	100	100	copA1	treatment	2.A6	0.06	1	1
2	1.08	A6	0.6566	A	6	100	100	copA1	treatment	2.A6	0.1547	2	1
2	2.16	A6	0.67	A	6	100	100	copA1	treatment	2.A6	0.1681	3	1
2	3.24	A6	0.6461	A	6	100	100	copA1	treatment	2.A6	0.1442	4	1
2	4.32	A6	0.6348	A	6	100	100	copA1	treatment	2.A6	0.1329	5	0.806483667095459
2	5.4	A6	0.6238	A	6	100	100	copA1	treatment	2.A6	0.1219	6	0.460709331230891
2	6.48	A6	0.6112	A	6	100	100	copA1	treatment	2.A6	0.1093	7	0.322127349222895
2	7.56	A6	0.6335	A	6	100	100	copA1	treatment	2.A6	0.1316	8	0.341430725287626
2	8.64	A6	0.6165	A	6	100	100	copA1	treatment	2.A6	0.1146	9	0.271597004000721
2	9.72	A6	0.5984	A	6	100	100	copA1	treatment	2.A6	0.0965	10	0.217622110641469
2	10.81	A6	0.6193	A	6	100	100	copA1	treatment	2.A6	0.1174	11	0.259931147857235
2	11.89	A6	0.5988	A	6	100	100	copA1	treatment	2.A6	0.0969	12	0.215445866004732
2	12.97	A6	0.6322	A	6	100	100	copA1	treatment	2.A6	0.1303	13	0.288007871985596
2	14.05	A6	0.571	A	6	100	100	copA1	treatment	2.A6	0.0690999999999999	14	0.157041221616281
2	15.13	A6	0.5698	A	6	100	100	copA1	treatment	2.A6	0.0679	15	0.153602555143878
2	0	A7	0.3744	A	7	30	100	copA1	treatment	2.A7	0.06	1	1
2	1.08	A7	0.3986	A	7	30	100	copA1	treatment	2.A7	0.06	2	0.9816428949386
2	2.16	A7	0.3744	A	7	30	100	copA1	treatment	2.A7	0.06	3	0.966102252847052
2	3.24	A7	0.3708	A	7	30	100	copA1	treatment	2.A7	0.06	4	0.805260074549594
2	4.32	A7	0.3668	A	7	30	100	copA1	treatment	2.A7	0.06	5	0.364100978372668
2	5.4	A7	0.3693	A	7	30	100	copA1	treatment	2.A7	0.06	6	0.226764231943014
2	6.48	A7	0.3768	A	7	30	100	copA1	treatment	2.A7	0.06	7	0.176831115767371
2	7.56	A7	0.3756	A	7	30	100	copA1	treatment	2.A7	0.06	8	0.155667503930529
2	8.64	A7	0.3764	A	7	30	100	copA1	treatment	2.A7	0.06	9	0.142197384293571
2	9.72	A7	0.3691	A	7	30	100	copA1	treatment	2.A7	0.06	10	0.135309084336664
2	10.81	A7	0.3763	A	7	30	100	copA1	treatment	2.A7	0.06	11	0.132843857507956
2	11.89	A7	0.3704	A	7	30	100	copA1	treatment	2.A7	0.06	12	0.133403013006026
2	12.97	A7	0.3617	A	7	30	100	copA1	treatment	2.A7	0.06	13	0.132620662464588
2	14.05	A7	0.3587	A	7	30	100	copA1	treatment	2.A7	0.06	14	0.136359960882444
2	15.13	A7	0.3538	A	7	30	100	copA1	treatment	2.A7	0.06	15	0.135731271113883
2	0	A8	0.3861	A	8	30	100	copA1	treatment	2.A8	0.06	1	1
2	1.08	A8	0.4068	A	8	30	100	copA1	treatment	2.A8	0.06	2	0.9816428949386
2	2.16	A8	0.3861	A	8	30	100	copA1	treatment	2.A8	0.06	3	0.966102252847052
2	3.24	A8	0.3881	A	8	30	100	copA1	treatment	2.A8	0.06	4	0.805260074549594
2	4.32	A8	0.3707	A	8	30	100	copA1	treatment	2.A8	0.06	5	0.364100978372668
2	5.4	A8	0.382	A	8	30	100	copA1	treatment	2.A8	0.06	6	0.226764231943014
2	6.48	A8	0.3821	A	8	30	100	copA1	treatment	2.A8	0.06	7	0.176831115767371
2	7.56	A8	0.3986	A	8	30	100	copA1	treatment	2.A8	0.06	8	0.155667503930529
2	8.64	A8	0.4103	A	8	30	100	copA1	treatment	2.A8	0.06	9	0.142197384293571
2	9.72	A8	0.4103	A	8	30	100	copA1	treatment	2.A8	0.06	10	0.135309084336664
2	10.81	A8	0.4322	A	8	30	100	copA1	treatment	2.A8	0.06	11	0.132843857507956
2	11.89	A8	0.4271	A	8	30	100	copA1	treatment	2.A8	0.06	12	0.133403013006026
2	12.97	A8	0.4144	A	8	30	100	copA1	treatment	2.A8	0.06	13	0.132620662464588
2	14.05	A8	0.412	A	8	30	100	copA1	treatment	2.A8	0.06	14	0.136359960882444
2	15.13	A8	0.4101	A	8	30	100	copA1	treatment	2.A8	0.06	15	0.135731271113883
2	0	A9	0.5022	A	9	10	100	copA1	treatment	2.A9	0.06	1	1
2	1.08	A9	0.3766	A	9	10	100	copA1	treatment	2.A9	0.06	2	0.9816428949386
2	2.16	A9	0.367	A	9	10	100	copA1	treatment	2.A9	0.06	3	0.966102252847052
2	3.24	A9	0.3625	A	9	10	100	copA1	treatment	2.A9	0.06	4	0.805260074549594
2	4.32	A9	0.3634	A	9	10	100	copA1	treatment	2.A9	0.06	5	0.364100978372668
2	5.4	A9	0.3649	A	9	10	100	copA1	treatment	2.A9	0.06	6	0.226764231943014
2	6.48	A9	0.3671	A	9	10	100	copA1	treatment	2.A9	0.06	7	0.176831115767371
2	7.56	A9	0.3627	A	9	10	100	copA1	treatment	2.A9	0.06	8	0.155667503930529
2	8.64	A9	0.361	A	9	10	100	copA1	treatment	2.A9	0.06	9	0.142197384293571
2	9.72	A9	0.3629	A	9	10	100	copA1	treatment	2.A9	0.06	10	0.135309084336664
2	10.81	A9	0.3569	A	9	10	100	copA1	treatment	2.A9	0.06	11	0.132843857507956
2	11.89	A9	0.3549	A	9	10	100	copA1	treatment	2.A9	0.06	12	0.133403013006026
2	12.97	A9	0.3547	A	9	10	100	copA1	treatment	2.A9	0.06	13	0.132620662464588
2	14.05	A9	0.3583	A	9	10	100	copA1	treatment	2.A9	0.06	14	0.136359960882444
2	15.13	A9	0.358	A	9	10	100	copA1	treatment	2.A9	0.06	15	0.135731271113883
2	0	A10	0.3805	A	10	10	100	copA1	treatment	2.A10	0.06	1	1
2	1.08	A10	0.3879	A	10	10	100	copA1	treatment	2.A10	0.06	2	0.9816428949386
2	2.16	A10	0.3717	A	10	10	100	copA1	treatment	2.A10	0.06	3	0.966102252847052
2	3.24	A10	0.3618	A	10	10	100	copA1	treatment	2.A10	0.06	4	0.805260074549594
2	4.32	A10	0.3597	A	10	10	100	copA1	treatment	2.A10	0.06	5	0.364100978372668
2	5.4	A10	0.4194	A	10	10	100	copA1	treatment	2.A10	0.06	6	0.226764231943014
2	6.48	A10	0.4219	A	10	10	100	copA1	treatment	2.A10	0.06	7	0.176831115767371
2	7.56	A10	0.4322	A	10	10	100	copA1	treatment	2.A10	0.06	8	0.155667503930529
2	8.64	A10	0.4385	A	10	10	100	copA1	treatment	2.A10	0.06	9	0.142197384293571
2	9.72	A10	0.4291	A	10	10	100	copA1	treatment	2.A10	0.06	10	0.135309084336664
2	10.81	A10	0.4368	A	10	10	100	copA1	treatment	2.A10	0.06	11	0.132843857507956
2	11.89	A10	0.3635	A	10	10	100	copA1	treatment	2.A10	0.06	12	0.133403013006026
2	12.97	A10	0.3566	A	10	10	100	copA1	treatment	2.A10	0.06	13	0.132620662464588
2	14.05	A10	0.3606	A	10	10	100	copA1	treatment	2.A10	0.06	14	0.136359960882444
2	15.13	A10	0.3593	A	10	10	100	copA1	treatment	2.A10	0.06	15	0.135731271113883
2	0	A11	0.3971	A	11	3	100	copA1	treatment	2.A11	0.06	1	1
2	1.08	A11	0.4322	A	11	3	100	copA1	treatment	2.A11	0.06	2	0.9816428949386
2	2.16	A11	0.4174	A	11	3	100	copA1	treatment	2.A11	0.06	3	0.966102252847052
2	3.24	A11	0.4146	A	11	3	100	copA1	treatment	2.A11	0.06	4	0.805260074549594
2	4.32	A11	0.4008	A	11	3	100	copA1	treatment	2.A11	0.06	5	0.364100978372668
2	5.4	A11	0.3991	A	11	3	100	copA1	treatment	2.A11	0.06	6	0.226764231943014
2	6.48	A11	0.4006	A	11	3	100	copA1	treatment	2.A11	0.06	7	0.176831115767371
2	7.56	A11	0.396	A	11	3	100	copA1	treatment	2.A11	0.06	8	0.155667503930529
2	8.64	A11	0.3934	A	11	3	100	copA1	treatment	2.A11	0.06	9	0.142197384293571
2	9.72	A11	0.391	A	11	3	100	copA1	treatment	2.A11	0.06	10	0.135309084336664
2	10.81	A11	0.3835	A	11	3	100	copA1	treatment	2.A11	0.06	11	0.132843857507956
2	11.89	A11	0.389	A	11	3	100	copA1	treatment	2.A11	0.06	12	0.133403013006026
2	12.97	A11	0.3927	A	11	3	100	copA1	treatment	2.A11	0.06	13	0.132620662464588
2	14.05	A11	0.3912	A	11	3	100	copA1	treatment	2.A11	0.06	14	0.136359960882444
2	15.13	A11	0.3918	A	11	3	100	copA1	treatment	2.A11	0.06	15	0.135731271113883
2	0	A12	0.3763	A	12	3	100	copA1	treatment	2.A12	0.06	1	1
2	1.08	A12	0.3757	A	12	3	100	copA1	treatment	2.A12	0.06	2	0.9816428949386
2	2.16	A12	0.3789	A	12	3	100	copA1	treatment	2.A12	0.06	3	0.966102252847052
2	3.24	A12	0.3871	A	12	3	100	copA1	treatment	2.A12	0.06	4	0.805260074549594
2	4.32	A12	0.3674	A	12	3	100	copA1	treatment	2.A12	0.06	5	0.364100978372668
2	5.4	A12	0.3749	A	12	3	100	copA1	treatment	2.A12	0.06	6	0.226764231943014
2	6.48	A12	0.3821	A	12	3	100	copA1	treatment	2.A12	0.06	7	0.176831115767371
2	7.56	A12	0.3756	A	12	3	100	copA1	treatment	2.A12	0.06	8	0.155667503930529
2	8.64	A12	0.3746	A	12	3	100	copA1	treatment	2.A12	0.06	9	0.142197384293571
2	9.72	A12	0.369	A	12	3	100	copA1	treatment	2.A12	0.06	10	0.135309084336664
2	10.81	A12	0.3606	A	12	3	100	copA1	treatment	2.A12	0.06	11	0.132843857507956
2	11.89	A12	0.3588	A	12	3	100	copA1	treatment	2.A12	0.06	12	0.133403013006026
2	12.97	A12	0.3577	A	12	3	100	copA1	treatment	2.A12	0.06	13	0.132620662464588
2	14.05	A12	0.3604	A	12	3	100	copA1	treatment	2.A12	0.06	14	0.136359960882444
2	15.13	A12	0.3593	A	12	3	100	copA1	treatment	2.A12	0.06	15	0.135731271113883
2	0	A13	0.4046	A	13	1	100	copA1	treatment	2.A13	0.06	1	1
2	1.08	A13	0.4275	A	13	1	100	copA1	treatment	2.A13	0.06	2	0.9816428949386
2	2.16	A13	0.4121	A	13	1	100	copA1	treatment	2.A13	0.06	3	0.966102252847052
2	3.24	A13	0.4134	A	13	1	100	copA1	treatment	2.A13	0.06	4	0.805260074549594
2	4.32	A13	0.4027	A	13	1	100	copA1	treatment	2.A13	0.06	5	0.364100978372668
2	5.4	A13	0.3955	A	13	1	100	copA1	treatment	2.A13	0.06	6	0.226764231943014
2	6.48	A13	0.3972	A	13	1	100	copA1	treatment	2.A13	0.06	7	0.176831115767371
2	7.56	A13	0.3924	A	13	1	100	copA1	treatment	2.A13	0.06	8	0.155667503930529
2	8.64	A13	0.3901	A	13	1	100	copA1	treatment	2.A13	0.06	9	0.142197384293571
2	9.72	A13	0.3862	A	13	1	100	copA1	treatment	2.A13	0.06	10	0.135309084336664
2	10.81	A13	0.3837	A	13	1	100	copA1	treatment	2.A13	0.06	11	0.132843857507956
2	11.89	A13	0.3831	A	13	1	100	copA1	treatment	2.A13	0.06	12	0.133403013006026
2	12.97	A13	0.3834	A	13	1	100	copA1	treatment	2.A13	0.06	13	0.132620662464588
2	14.05	A13	0.381	A	13	1	100	copA1	treatment	2.A13	0.06	14	0.136359960882444
2	15.13	A13	0.3813	A	13	1	100	copA1	treatment	2.A13	0.06	15	0.135731271113883
2	0	A14	0.3741	A	14	1	100	copA1	treatment	2.A14	0.06	1	1
2	1.08	A14	0.3657	A	14	1	100	copA1	treatment	2.A14	0.06	2	0.9816428949386
2	2.16	A14	0.3694	A	14	1	100	copA1	treatment	2.A14	0.06	3	0.966102252847052
2	3.24	A14	0.3806	A	14	1	100	copA1	treatment	2.A14	0.06	4	0.805260074549594
2	4.32	A14	0.3857	A	14	1	100	copA1	treatment	2.A14	0.06	5	0.364100978372668
2	5.4	A14	0.3902	A	14	1	100	copA1	treatment	2.A14	0.06	6	0.226764231943014
2	6.48	A14	0.3863	A	14	1	100	copA1	treatment	2.A14	0.06	7	0.176831115767371
2	7.56	A14	0.3817	A	14	1	100	copA1	treatment	2.A14	0.06	8	0.155667503930529
2	8.64	A14	0.3794	A	14	1	100	copA1	treatment	2.A14	0.06	9	0.142197384293571
2	9.72	A14	0.3769	A	14	1	100	copA1	treatment	2.A14	0.06	10	0.135309084336664
2	10.81	A14	0.3734	A	14	1	100	copA1	treatment	2.A14	0.06	11	0.132843857507956
2	11.89	A14	0.3713	A	14	1	100	copA1	treatment	2.A14	0.06	12	0.133403013006026
2	12.97	A14	0.3703	A	14	1	100	copA1	treatment	2.A14	0.06	13	0.132620662464588
2	14.05	A14	0.3708	A	14	1	100	copA1	treatment	2.A14	0.06	14	0.136359960882444
2	15.13	A14	0.372	A	14	1	100	copA1	treatment	2.A14	0.06	15	0.135731271113883
2	0	A15	0.3753	A	15	0	100	copA1	treatment	2.A15	0.06	1	1
2	1.08	A15	0.3933	A	15	0	100	copA1	treatment	2.A15	0.06	2	0.9816428949386
2	2.16	A15	0.3874	A	15	0	100	copA1	treatment	2.A15	0.06	3	0.966102252847052
2	3.24	A15	0.3825	A	15	0	100	copA1	treatment	2.A15	0.06	4	0.805260074549594
2	4.32	A15	0.379	A	15	0	100	copA1	treatment	2.A15	0.06	5	0.364100978372668
2	5.4	A15	0.3741	A	15	0	100	copA1	treatment	2.A15	0.06	6	0.226764231943014
2	6.48	A15	0.3749	A	15	0	100	copA1	treatment	2.A15	0.06	7	0.176831115767371
2	7.56	A15	0.3695	A	15	0	100	copA1	treatment	2.A15	0.06	8	0.155667503930529
2	8.64	A15	0.3706	A	15	0	100	copA1	treatment	2.A15	0.06	9	0.142197384293571
2	9.72	A15	0.3656	A	15	0	100	copA1	treatment	2.A15	0.06	10	0.135309084336664
2	10.81	A15	0.3643	A	15	0	100	copA1	treatment	2.A15	0.06	11	0.132843857507956
2	11.89	A15	0.3616	A	15	0	100	copA1	treatment	2.A15	0.06	12	0.133403013006026
2	12.97	A15	0.361	A	15	0	100	copA1	treatment	2.A15	0.06	13	0.132620662464588
2	14.05	A15	0.3612	A	15	0	100	copA1	treatment	2.A15	0.06	14	0.136359960882444
2	15.13	A15	0.3641	A	15	0	100	copA1	treatment	2.A15	0.06	15	0.135731271113883
2	0	A16	0.4215	A	16	0	100	copA1	treatment	2.A16	0.06	1	1
2	1.08	A16	0.3988	A	16	0	100	copA1	treatment	2.A16	0.06	2	0.9816428949386
2	2.16	A16	0.3947	A	16	0	100	copA1	treatment	2.A16	0.06	3	0.966102252847052
2	3.24	A16	0.3954	A	16	0	100	copA1	treatment	2.A16	0.06	4	0.805260074549594
2	4.32	A16	0.3955	A	16	0	100	copA1	treatment	2.A16	0.06	5	0.364100978372668
2	5.4	A16	0.3878	A	16	0	100	copA1	treatment	2.A16	0.06	6	0.226764231943014
2	6.48	A16	0.3856	A	16	0	100	copA1	treatment	2.A16	0.06	7	0.176831115767371
2	7.56	A16	0.3808	A	16	0	100	copA1	treatment	2.A16	0.06	8	0.155667503930529
2	8.64	A16	0.3804	A	16	0	100	copA1	treatment	2.A16	0.06	9	0.142197384293571
2	9.72	A16	0.3753	A	16	0	100	copA1	treatment	2.A16	0.06	10	0.135309084336664
2	10.81	A16	0.3718	A	16	0	100	copA1	treatment	2.A16	0.06	11	0.132843857507956
2	11.89	A16	0.3695	A	16	0	100	copA1	treatment	2.A16	0.06	12	0.133403013006026
2	12.97	A16	0.3689	A	16	0	100	copA1	treatment	2.A16	0.06	13	0.132620662464588
2	14.05	A16	0.3665	A	16	0	100	copA1	treatment	2.A16	0.06	14	0.136359960882444
2	15.13	A16	0.37	A	16	0	100	copA1	treatment	2.A16	0.06	15	0.135731271113883
2	0	A17	0.2434	A	17	0	0	copA1	growth	2.A17	0.06	1	1
2	1.08	A17	0.2949	A	17	0	0	copA1	growth	2.A17	0.06	2	0.9816428949386
2	2.16	A17	0.2949	A	17	0	0	copA1	growth	2.A17	0.06	3	0.966102252847052
2	3.24	A17	0.3451	A	17	0	0	copA1	growth	2.A17	0.1017	4	1
2	4.32	A17	0.4804	A	17	0	0	copA1	growth	2.A17	0.237	5	1
2	5.4	A17	0.5609	A	17	0	0	copA1	growth	2.A17	0.3175	6	1
2	6.48	A17	0.6225	A	17	0	0	copA1	growth	2.A17	0.3791	7	1
2	7.56	A17	0.6483	A	17	0	0	copA1	growth	2.A17	0.4049	8	1
2	8.64	A17	0.6731	A	17	0	0	copA1	growth	2.A17	0.4297	9	1
2	9.72	A17	0.6774	A	17	0	0	copA1	growth	2.A17	0.434	10	0.978735710035206
2	10.81	A17	0.6892	A	17	0	0	copA1	growth	2.A17	0.4458	11	0.987029861284116
2	11.89	A17	0.6885	A	17	0	0	copA1	growth	2.A17	0.4451	12	0.989628018149702
2	12.97	A17	0.691	A	17	0	0	copA1	growth	2.A17	0.4476	13	0.989350141985823
2	14.05	A17	0.6892	A	17	0	0	copA1	growth	2.A17	0.4458	14	1
2	15.13	A17	0.7089	A	17	0	0	copA1	growth	2.A17	0.4655	15	1
2	0	A18	0.2528	A	18	0	0	copA1	growth	2.A18	0.06	1	1
2	1.08	A18	0.2677	A	18	0	0	copA1	growth	2.A18	0.06	2	0.9816428949386
2	2.16	A18	0.2722	A	18	0	0	copA1	growth	2.A18	0.06	3	0.966102252847052
2	3.24	A18	0.3898	A	18	0	0	copA1	growth	2.A18	0.137	4	1
2	4.32	A18	0.4926	A	18	0	0	copA1	growth	2.A18	0.2398	5	1
2	5.4	A18	0.569	A	18	0	0	copA1	growth	2.A18	0.3162	6	1
2	6.48	A18	0.6283	A	18	0	0	copA1	growth	2.A18	0.3755	7	1
2	7.56	A18	0.6584	A	18	0	0	copA1	growth	2.A18	0.4056	8	1
2	8.64	A18	0.6822	A	18	0	0	copA1	growth	2.A18	0.4294	9	1
2	9.72	A18	0.6901	A	18	0	0	copA1	growth	2.A18	0.4373	10	0.986177709673723
2	10.81	A18	0.701	A	18	0	0	copA1	growth	2.A18	0.4482	11	0.992343615584434
2	11.89	A18	0.7059	A	18	0	0	copA1	growth	2.A18	0.4531	12	1
2	12.97	A18	0.7105	A	18	0	0	copA1	growth	2.A18	0.4577	13	1
2	14.05	A18	0.7126	A	18	0	0	copA1	growth	2.A18	0.4598	14	1
2	15.13	A18	0.7279	A	18	0	0	copA1	growth	2.A18	0.4751	15	1
2	0	A19	0.214	A	19	0	0	copA1	medium	2.A19	0.06	1	1
2	1.08	A19	0.2569	A	19	0	0	copA1	medium	2.A19	0.06	2	0.9816428949386
2	2.16	A19	0.2262	A	19	0	0	copA1	medium	2.A19	0.06	3	0.966102252847052
2	3.24	A19	0.2519	A	19	0	0	copA1	medium	2.A19	0.06	4	0.805260074549594
2	4.32	A19	0.2704	A	19	0	0	copA1	medium	2.A19	0.06	5	0.364100978372668
2	5.4	A19	0.2579	A	19	0	0	copA1	medium	2.A19	0.06	6	0.226764231943014
2	6.48	A19	0.2639	A	19	0	0	copA1	medium	2.A19	0.06	7	0.176831115767371
2	7.56	A19	0.2513	A	19	0	0	copA1	medium	2.A19	0.06	8	0.155667503930529
2	8.64	A19	0.2558	A	19	0	0	copA1	medium	2.A19	0.06	9	0.142197384293571
2	9.72	A19	0.248	A	19	0	0	copA1	medium	2.A19	0.06	10	0.135309084336664
2	10.81	A19	0.2483	A	19	0	0	copA1	medium	2.A19	0.06	11	0.132843857507956
2	11.89	A19	0.2457	A	19	0	0	copA1	medium	2.A19	0.06	12	0.133403013006026
2	12.97	A19	0.2426	A	19	0	0	copA1	medium	2.A19	0.06	13	0.132620662464588
2	14.05	A19	0.2419	A	19	0	0	copA1	medium	2.A19	0.06	14	0.136359960882444
2	15.13	A19	0.2538	A	19	0	0	copA1	medium	2.A19	0.06	15	0.135731271113883
2	0	A20	0.218	A	20	0	0	copA1	medium	2.A20	0.06	1	1
2	1.08	A20	0.2284	A	20	0	0	copA1	medium	2.A20	0.06	2	0.9816428949386
2	2.16	A20	0.2251	A	20	0	0	copA1	medium	2.A20	0.06	3	0.966102252847052
2	3.24	A20	0.2241	A	20	0	0	copA1	medium	2.A20	0.06	4	0.805260074549594
2	4.32	A20	0.231	A	20	0	0	copA1	medium	2.A20	0.06	5	0.364100978372668
