Comb	eps.med	eps.q1	eps.q3	iqr	fit.comb.med	type	cumeps_quartiles	Comb_id	drugv_flag_cb	fit_vert	drugh_flag_cb	fit_hzt	Time_h	Well	OD	Drug_h	Conc_h	Conch_flag	DRUGH_FLAG	Drug_v	DRUGV_FLAG	Conc_v	Concv_flag	Comb_flags	Well_letter	Well_number	Time_points	replicate	mean_1sttp	OD_no1st	meanODno1st	ODnorm_bug_rob	drugHf_drugVf_cb	fit_comb	exp_fit	bliss	cumBliss	ratio	source	fullname	cumepsquart_comb	comb_eps	Drugclass
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_6_6	1	8OHQUI_6_6	1	14.7833333333333	F20	0.4692	8OHQUI	0.215	6	8OHQUI_6	Nitroxoline	NX_6	0.2548	6	8OHQUI_6_NX_6	F	20	27	1_1	0.1794	0.2498	0.256349948825903	0.974449190039231	8OHQUI_6_6_NX_6_6	0.974449190039231	1	-0.0255508099607685	-0.072	1.18511627906977	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_6_6	1	8OHQUI_3_6	0.934269739849463	14.7833333333333	F21	0.4203	8OHQUI	0.5	3	8OHQUI_3	Nitroxoline	NX_6	0.2548	6	8OHQUI_3_NX_6	F	21	27	1_1	0.1724	0.2079	0.256349948825903	0.811000747034252	8OHQUI_3_6_NX_6_6	0.811000747034252	0.934269739849463	-0.123268992815211	-0.072	0.5096	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_6_6	1	8OHQUI_7_6	0.936610290345955	14.7833333333333	F22	0.5027	8OHQUI	0.125	7	8OHQUI_7	Nitroxoline	NX_6	0.2548	6	8OHQUI_7_NX_6	F	22	27	1_1	0.1646	0.2981	0.256349948825903	1	8OHQUI_7_6_NX_6_6	1	0.936610290345955	0.0633897096540453	-0.072	2.0384	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_6_6	1	8OHQUI_4_6	0.901502032898584	14.7833333333333	F23	0.4227	8OHQUI	0.43	4	8OHQUI_4	Nitroxoline	NX_6	0.2548	6	8OHQUI_4_NX_6	F	23	27	1_1	0.1694	0.2133	0.256349948825903	0.832065701502674	8OHQUI_4_6_NX_6_6	0.832065701502674	0.901502032898584	-0.06943633139591	-0.072	0.592558139534884	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_1_6	0.950653593324903	14.7833333333333	H17	0.3228	8OHQUI	1	1	8OHQUI_1	Nitroxoline	NX_5	0.3738	5	8OHQUI_1_NX_5	H	17	27	1_1	0.206	0.0768	0.256349948825903	0.299590463550893	8OHQUI_1_6_NX_5_6	0.299590463550893	0.680495296270145	-0.380904832719252	-0.072	0.3738	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_5_6	1	14.7833333333333	H18	0.3773	8OHQUI	0.25	5	8OHQUI_5	Nitroxoline	NX_5	0.3738	5	8OHQUI_5_NX_5	H	18	27	1_1	0.2087	0.1286	0.256349948825903	0.501657989747979	8OHQUI_5_6_NX_5_6	0.501657989747979	0.715818360176937	-0.214160370428958	-0.072	1.4952	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_2_6	0.985761850772273	14.7833333333333	H19	0.3514	8OHQUI	0.86	2	8OHQUI_2	Nitroxoline	NX_5	0.3738	5	8OHQUI_2_NX_5	H	19	27	1_1	0.206	0.1054	0.256349948825903	0.411156703883647	8OHQUI_2_6_NX_5_6	0.411156703883647	0.705626431544791	-0.294469727661145	-0.072	0.434651162790698	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_6_6	1	14.7833333333333	H20	0.3623	8OHQUI	0.215	6	8OHQUI_6	Nitroxoline	NX_5	0.3738	5	8OHQUI_6_NX_5	H	20	27	1_1	0.182	0.1403	0.256349948825903	0.54729872442956	8OHQUI_6_6_NX_5_6	0.54729872442956	0.715818360176937	-0.168519635747377	-0.072	1.73860465116279	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_3_6	0.934269739849463	14.7833333333333	H21	0.3588	8OHQUI	0.5	3	8OHQUI_3	Nitroxoline	NX_5	0.3738	5	8OHQUI_3_NX_5	H	21	27	1_1	0.1658	0.153	0.256349948825903	0.596840376605294	8OHQUI_3_6_NX_5_6	0.596840376605294	0.668767433141977	-0.071927056536683	-0.072	0.7476	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_7_6	0.936610290345955	14.7833333333333	H22	0.4055	8OHQUI	0.125	7	8OHQUI_7	Nitroxoline	NX_5	0.3738	5	8OHQUI_7_NX_5	H	22	27	1_1	0.1601	0.2054	0.256349948825903	0.801248453298872	8OHQUI_7_6_NX_5_6	0.801248453298872	0.670442842160286	0.130805611138585	-0.072	2.9904	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_5_6	0.715818360176937	8OHQUI_4_6	0.901502032898584	14.7833333333333	H23	0.3497	8OHQUI	0.43	4	8OHQUI_4	Nitroxoline	NX_5	0.3738	5	8OHQUI_4_NX_5	H	23	27	1_1	0.1587	0.151	0.256349948825903	0.589038541616989	8OHQUI_4_6_NX_5_6	0.589038541616989	0.64531170688564	-0.0562731652686508	-0.072	0.869302325581395	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_1_6	0.950653593324903	14.7833333333333	J17	0.28	8OHQUI	1	1	8OHQUI_1	Nitroxoline	NX_4	0.4929	4	8OHQUI_1_NX_4	J	17	27	1_1	0.191	0.049	0.256349948825903	0.19114495721346	8OHQUI_1_6_NX_4_6	0.19114495721346	0.442043810983113	-0.250898853769653	-0.072	0.4929	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_5_6	1	14.7833333333333	J18	0.3308	8OHQUI	0.25	5	8OHQUI_5	Nitroxoline	NX_4	0.4929	4	8OHQUI_5_NX_4	J	18	27	1_1	0.169	0.1218	0.256349948825903	0.475131750787744	8OHQUI_5_6_NX_4_6	0.475131750787744	0.464989365302948	0.0101423854847958	-0.072	1.9716	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_2_6	0.985761850772273	14.7833333333333	J19	0.2867	8OHQUI	0.86	2	8OHQUI_2	Nitroxoline	NX_4	0.4929	4	8OHQUI_2_NX_4	J	19	27	1_1	0.1609	0.0858	0.256349948825903	0.334698720998263	8OHQUI_2_6_NX_4_6	0.334698720998263	0.458368777330459	-0.123670056332196	-0.072	0.573139534883721	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_6_6	1	14.7833333333333	J20	0.3173	8OHQUI	0.215	6	8OHQUI_6	Nitroxoline	NX_4	0.4929	4	8OHQUI_6_NX_4	J	20	27	1_1	0.1512	0.1261	0.256349948825903	0.491905696012598	8OHQUI_6_6_NX_4_6	0.491905696012598	0.464989365302948	0.0269163307096504	-0.072	2.29255813953488	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_3_6	0.934269739849463	14.7833333333333	J21	0.2993	8OHQUI	0.5	3	8OHQUI_3	Nitroxoline	NX_4	0.4929	4	8OHQUI_3_NX_4	J	21	27	1_1	0.1506	0.1087	0.256349948825903	0.424029731614349	8OHQUI_3_6_NX_4_6	0.424029731614349	0.434425493354352	-0.010395761740003	-0.072	0.9858	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_7_6	0.936610290345955	14.7833333333333	J22	0.3208	8OHQUI	0.125	7	8OHQUI_7	Nitroxoline	NX_4	0.4929	4	8OHQUI_7_NX_4	J	22	27	1_1	0.1566	0.1242	0.256349948825903	0.484493952773709	8OHQUI_7_6_NX_4_6	0.484493952773709	0.435513824444175	0.0489801283295339	-0.072	3.9432	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_4_6	0.464989365302948	8OHQUI_4_6	0.901502032898584	14.7833333333333	J23	0.3185	8OHQUI	0.43	4	8OHQUI_4	Nitroxoline	NX_4	0.4929	4	8OHQUI_4_NX_4	J	23	27	1_1	0.1632	0.1153	0.256349948825903	0.449775787075754	8OHQUI_4_6_NX_4_6	0.449775787075754	0.41918885809683	0.0305869289789241	-0.072	1.14627906976744	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_1_6	0.950653593324903	14.7833333333333	L17	0.2628	8OHQUI	1	1	8OHQUI_1	Nitroxoline	NX_3	0.6119	3	8OHQUI_1_NX_3	L	17	27	1_1	0.1581	0.0647	0.256349948825903	0.25238936187165	8OHQUI_1_6_NX_3_6	0.25238936187165	0.424985073310946	-0.172595711439296	-0.072	0.6119	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_5_6	1	14.7833333333333	L18	0.295	8OHQUI	0.25	5	8OHQUI_5	Nitroxoline	NX_3	0.6119	3	8OHQUI_5_NX_3	L	18	27	1_1	0.1594	0.0956	0.256349948825903	0.372927712440955	8OHQUI_5_6_NX_3_6	0.372927712440955	0.447045144829848	-0.0741174323888927	-0.072	2.4476	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_2_6	0.985761850772273	14.7833333333333	L19	0.2568	8OHQUI	0.86	2	8OHQUI_2	Nitroxoline	NX_3	0.6119	3	8OHQUI_2_NX_3	L	19	27	1_1	0.1578	0.059	0.256349948825903	0.230154132154983	8OHQUI_2_6_NX_3_6	0.230154132154983	0.440680049346229	-0.210525917191247	-0.072	0.711511627906977	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_6_6	1	14.7833333333333	L20	0.2908	8OHQUI	0.215	6	8OHQUI_6	Nitroxoline	NX_3	0.6119	3	8OHQUI_6_NX_3	L	20	27	1_1	0.1547	0.0961	0.256349948825903	0.374878171188031	8OHQUI_6_6_NX_3_6	0.374878171188031	0.447045144829848	-0.0721669736418166	-0.072	2.84604651162791	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_3_6	0.934269739849463	14.7833333333333	L21	0.283	8OHQUI	0.5	3	8OHQUI_3	Nitroxoline	NX_3	0.6119	3	8OHQUI_3_NX_3	L	21	27	1_1	0.1636	0.0794	0.256349948825903	0.309732849035688	8OHQUI_3_6_NX_3_6	0.309732849035688	0.417660751161147	-0.107927902125459	-0.072	1.2238	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_7_6	0.936610290345955	14.7833333333333	L22	0.3003	8OHQUI	0.125	7	8OHQUI_7	Nitroxoline	NX_3	0.6119	3	8OHQUI_7_NX_3	L	22	27	1_1	0.1548	0.1055	0.256349948825903	0.411546795633062	8OHQUI_7_6_NX_3_6	0.411546795633062	0.418707082896833	-0.00716028726377077	-0.072	4.8952	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_3_6	0.447045144829848	8OHQUI_4_6	0.901502032898584	14.7833333333333	L23	0.2729	8OHQUI	0.43	4	8OHQUI_4	Nitroxoline	NX_3	0.6119	3	8OHQUI_4_NX_3	L	23	27	1_1	0.1615	0.0714	0.256349948825903	0.27852550908247	8OHQUI_4_6_NX_3_6	0.27852550908247	0.40301210686155	-0.124486597779079	-0.072	1.42302325581395	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_1_6	0.950653593324903	14.7833333333333	N17	0.2232	8OHQUI	1	1	8OHQUI_1	Nitroxoline	NX_2	0.731	2	8OHQUI_1_NX_2	N	17	27	1_1	0.1539	0.0293	0.256349948825903	0.114296882578661	8OHQUI_1_6_NX_2_6	0.114296882578661	0.371954649677905	-0.257657767099244	-0.072	0.731	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_5_6	1	14.7833333333333	N18	0.2606	8OHQUI	0.25	5	8OHQUI_5	Nitroxoline	NX_2	0.731	2	8OHQUI_5_NX_2	N	18	27	1_1	0.1532	0.0674	0.256349948825903	0.262921839105861	8OHQUI_5_6_NX_2_6	0.262921839105861	0.39126202466347	-0.128340185557609	-0.072	2.924	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_2_6	0.985761850772273	14.7833333333333	N19	0.2414	8OHQUI	0.86	2	8OHQUI_2	Nitroxoline	NX_2	0.731	2	8OHQUI_2_NX_2	N	19	27	1_1	0.1578	0.0436	0.256349948825903	0.170080002745038	8OHQUI_2_6_NX_2_6	0.170080002745038	0.385691177569169	-0.215611174824131	-0.072	0.85	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_6_6	1	14.7833333333333	N20	0.2661	8OHQUI	0.215	6	8OHQUI_6	Nitroxoline	NX_2	0.731	2	8OHQUI_6_NX_2	N	20	27	1_1	0.1584	0.0677	0.256349948825903	0.264092114354107	8OHQUI_6_6_NX_2_6	0.264092114354107	0.39126202466347	-0.127169910309363	-0.072	3.4	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_3_6	0.934269739849463	14.7833333333333	N21	0.249	8OHQUI	0.5	3	8OHQUI_3	Nitroxoline	NX_2	0.731	2	8OHQUI_3_NX_2	N	21	27	1_1	0.159	0.05	0.256349948825903	0.195045874707612	8OHQUI_3_6_NX_2_6	0.195045874707612	0.365544269995315	-0.170498395287702	-0.072	1.462	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_7_6	0.936610290345955	14.7833333333333	N22	0.2856	8OHQUI	0.125	7	8OHQUI_7	Nitroxoline	NX_2	0.731	2	8OHQUI_7_NX_2	N	22	27	1_1	0.1552	0.0904	0.256349948825903	0.352642941471363	8OHQUI_7_6_NX_2_6	0.352642941471363	0.366460038521399	-0.013817097050036	-0.072	5.848	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_2_6	0.39126202466347	8OHQUI_4_6	0.901502032898584	14.7833333333333	N23	0.2516	8OHQUI	0.43	4	8OHQUI_4	Nitroxoline	NX_2	0.731	2	8OHQUI_4_NX_2	N	23	27	1_1	0.1602	0.0514	0.256349948825903	0.200507159199426	8OHQUI_4_6_NX_2_6	0.200507159199426	0.352723510630135	-0.152216351430709	-0.072	1.7	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_1_6	0.285547160571944	8OHQUI_1_6	0.950653593324903	14.7833333333333	P17	0.2258	8OHQUI	1	1	8OHQUI_1	Nitroxoline	NX_1	0.85	1	8OHQUI_1_NX_1	P	17	27	1_1	0.1574	0.0284	0.256349948825903	0.110786056833924	8OHQUI_1_6_NX_1_6	0.110786056833924	0.271456434261442	-0.160670377427518	-0.072	0.85	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
8OHQUI_NX	-0.0237584010063355	-0.0996713137274956	0.0592698147696886	0.158941128497184	0.488199824393153	neutral	-0.0237584010063355	6	NX_1_6	0.285547160571944	8OHQUI_5_6	1	14.7833333333333	P18	0.2513	8OHQUI	0.25	5	8OHQUI_5	Nitroxoline	NX_1	0.85	1	8OHQUI_5_NX_1	P	18	27	1_1	0.1562	0.0551	0.256349948825903	0.214940553927789	8OHQUI_5_6_NX_1_6	0.214940553927789	0.285547160571944	-0.0706066066441556	-0.072	3.4	run220120	8-Hydroxyquinoline	-0.024	8OHQUI_NX -0.024	Other metal chelators
